repository,mttr_hours
hacktx/electron,0.14222222222222222
hanneseilers/Mensa-SH,35.0775
hashikuchi/TexchangeApp,1693.8774603174604
hazuki0x0/YuzuBrowser,180.69616319444444
hbb20/CountryCodePickerProject,1237.8694444444445
hcmlab/ssj,132.29888888888888
hedzr/android-file-chooser,4111.705833333333
heinrichreimer/android-issue-reporter,5570.718944444444
heinrichreimer/material-drawer,1227.7474074074073
heinrichreimer/material-intro,1818.7076684881604
heinrichreimer/material-singleinputform,2363.5136111111115
henrichg/PhoneProfilesPlus,267.728207070707
hgdev-ch/toposuite-android,23264.803333333333
hgzimmerman/CnC-Online-Spymaster,0.8269444444444445
hhroc/yellr-android,267.10285087719296
hhua/product-hunt-android,17.027314814814815
hidroh/materialistic,593.2812037037037
hiposfer/hive,910.5293981481482
hoang8f/android-flat-button,327.24041666666665
holylobster/nuntius-android,0.2713888888888889
honza-kasik/OlomouckyBazen,84.25273148148148
hsson/card-balance-app,93.98381944444445
hubbardgary/LondonTrails,99.36138888888888
hybrezz54/OnTheProwl-Android,0.0008333333333333334
hzsweers/palettehelper,1529.6992777777778
iSoron/uhabits,3575.8454603909463
iTXTech/Daedalus,3234.253425925926
iamovrhere/MorseFlash,51.53777777777778
ianhanniballake/ContractionTimer,81.44047008547008
ianhanniballake/TripleSolitaire,39.725
icasdri/Mather,1745.5380555555555
iffa/SSKKY-ruokalista,3955.3347222222224
iiordanov/remote-desktop-clients,6629.132982905983
ikarus23/MifareClassicTool,5606.916986111111
indianpoptart/Parks-and-Recreation,2240.7747222222224
indianpoptart/RadioControl,2161.6696260683757
indywidualny/Centrum.fm,0.09888888888888889
infoeducatie/infoeducatie-android,19.087777777777777
ismail-s/JTime,341.52105555555556
j4velin/Pedometer,5322.864722222223
j4velin/SystemAppMover,414.12833333333333
jackpf/BlockchainSearch,88.92560606060606
jamieadkins95/Heistr,266.5878395061728
janoliver/pOT-Droid,673.4220687830688
jareddlc/OpenFit,32.558194444444446
javiersantos/AppUpdater,900.7829320987654
javiersantos/MaterialStyledDialogs,1558.4494841269843
jawg/osm-contributor,664.6940993265993
jberkel/sms-backup-plus,10618.100025252525
jchmrt/clean-calculator,33.50555555555555
jcolladosp/PimPam,14341.178680555555
jerrymannel/ISawABird,87.08869047619046
jetkov/neatpad,46.14277777777778
jgaa/VikingGTD,16818.156944444443
jguerinet/MyMartlet,1043.1791203703704
jklmnn/ParkenDD,622.7817592592593
jmalenko/alarm-morning,3532.220055555556
jmsalcido/catapi-android,4.157055555555556
joanpuigsanz/servdroid,565.062361111111
johannilsson/sthlmtraveling,828.8942094017094
johnjohndoe/Umweltzone,1074.2956018518519
johnkil/Print,555.6428472222223
johnzweng/bankomatinfos,107.55564814814814
joielechong/CountryCodePicker,1341.2072222222223
jonasoreland/runnerup,13538.546004273503
jonatantierno/scrumdailytimer,347.5540555555556
jpardogo/ListBuddies,1510.90375
jpeddicord/speedofsound,4038.023777777778
jruesga/rview,600.7785483870967
jrvansuita/MaterialAbout,21098.841944444444
jrvansuita/PickImage,10292.912888888888
jrzimmerman/bestrida-rn,154.07583333333332
jschmid/WhereAreYou-Android,0.07083333333333333
jt19056/Notey,633.4826697530865
jtechapps/FloppyThreeD,15.356388888888889
jtmcn/archwiki-viewer,729.6351388888888
julianctni/mensaDD,101.14763888888889
junjunguo/PocketMaps,10374.931041666667
jurihock/voicesmith,37134.577326388884
justdave/MCStatus,11737.363101851852
k-kojak/yako,429.22764957264957
k3b/ContentProviderHelper,133.48805555555555
kabouzeid/Phonograph,2139.8686293260475
kahluagenie/muzei-gopro,149.3113888888889
kaichunlin/android-transition,4.926666666666667
kaloyan-raev/eclipse-ui-tips,112.7213888888889
kamegami13/MonsterHunter4UDatabase,5.434722222222222
kaozgamer/Find-My-Phone,4892.369722222223
kaozgamer/GradeCalculator,2.660277777777778
kartikarora/Transfer.sh,30440.719305555554
kd8bny/maintenanceMan,1338.4676851851852
kebernet/shortyz,26473.126111111113
keefmarshall/fco-alerts-app,237.65583333333333
ken-kentan/student-portal-plus,16.075
kenumir/Pinger,1.1733333333333333
keyboardsurfer/Crouton,6511.100416666666
kflog-project/Cumulus,286.1487948028674
khasang/SmartForecast,714.8233796296296
khertan/ForRunners,6600.291944444444
kiall/android-tvheadend,974.5478306878306
kimsin3003/X10,151.01763888888888
kirimin/mitsumine,1135.3195138888889
kiruto/debug-bottle,622.2438888888889
klnusbaum/UDJ-Android-Client,722.3945138888889
kloener/visor-android,11596.959814814814
kmzbrnoI/hJOPandroidDriver,7556.045833333334
knilch0r/freeshisen,78.2838888888889
kodsnack/kodsnack-android,0.04263888888888889
kollerlukas/Camera-Roll-Android-App,437.72131720430104
konifar/droidkaigi2016,17.23875478927203
konradrenner/kolabnotes-android,1300.2241327913277
kontalk/androidclient,822.9950856102004
kort/kort-native,1766.4156944444444
kost/NetworkMapper,3885.1369444444445
krcla/KnowYourRightsApp,72.9961111111111
krishnaraj/oneclipboard,12448.791111111112
krossovochkin/MorseKeyboard,31.504722222222224
krtkush/LinearTimer,5442.8224206349205
krtkush/MarsExplorer,275.34069444444447
kshoji/BLE-MIDI-for-Android,554.5443055555555
kshoji/USB-MIDI-Driver,586.1861904761905
ksoichiro/SimpleAlertDialog-for-Android,45.35680555555555
kurtmc/MyEarnings,5551.855833333333
kwmt/GitHubSearch,646.9008333333334
kylecorry31/ShutUpAndDrive,78.2501388888889
kyriog/VoxPopuli-Android,911.7278472222223
kyriog/rights-alert,54.5325
lambdasoup/blockvote,8.265277777777778
lambdasoup/watchlater,4607.891234567902
laurentsebag/android-wifi-timer,2033.8397222222222
ldionmarcil/OSRSHelper,1979.948373015873
learningtitans/paperclickers,50.91148148148148
lecho/hellocharts-android,586.8855917874396
leinardi/UbuntuCountdownWidget,2.1355555555555554
lewismcgeary/AndroidGameofLife,222.88703703703703
lfdversluis/TUDirect-Android,171.13125
ligi/FAST,16813.39638888889
ligi/PassAndroid,533.4144230769231
ligi/SurvivalManual,2907.3035185185186
linklux/android-schedules,1045.7592676767676
linuxtage/glt-companion,3273.7967222222223
lloydtorres/stately,104.10527777777777
loadrunner/Facebook-Contact-Sync,564.0433333333333
loairpa/DiceInDark,596.1030555555556
loehnertz/HSRMMedialabTimetableApp,21.205586419753086
longdivision/hex,295.29777777777775
lordi/tickmate,29231.631666666668
louisbloom/loananalyzer,216.85500000000002
louistsaitszho/Erg-Alpha,206.55027777777778
lpaulger/cribbage-the-game,182.42231678487
luankevinferreira/expenses,956.8005555555555
lucas-tulio/decimal-clock-widget,580.4586111111112
luckytoilet/WATisRain,2782.324209401709
luoyuan800/NeverEnd,175.165
lz1asl/CaveSurvey,1793.8053985507247
macGRID-SRN/hitchBOT,229.13180555555556
madhur/DashAnalytics,36.6615404040404
madhur/GAnalytics,49.903333333333336
mafik/echo,93042.42
maggardJosh/Tiles,13.845514705882353
mail929/Lister,82.0854012345679
makovkastar/FloatingActionButton,879.2022222222222
malmstein/yahnac,2505.014722222222
mamewotoko/podplayer,903.6063888888889
manishsgaikwad/MusicID,11757.885277777777
mappiamo/mapi-app,370.12395833333335
marco97pa/punti-burraco,419.0641666666667
marcocorvi/topodroid,2964.7078846153845
markormesher/android-fab,113.93842592592593
martin-stone/hsv-alpha-color-picker-android,187.33425925925928
martinohanlon/BlueDot,628.9652777777777
martykan/forecastie,6577.1236055555555
marunjar/anewjkuapp,279.1885185185185
marverenic/Jockey,2168.7723688271603
marxsk/zobro,10.29
masahide318/Croudia-for-Android,32.56111111111111
matejdro/PebbleDialer-Android,6038.611944444445
matejdro/PebbleNotificationCenter-Android,219.92083333333332
mateuszbuda/ThermometerExtended2,171.28972222222222
matheussampaio/pomt-android-app,1.0163888888888888
mathisdt/trackworktime,7324.6547875817
mattelacchiato/FastBudget3,691.9848888888889
mattstraehl/AmgiNori,105.78916666666667
mauiaaron/apple2,10491.480659722221
maxanier/Vertretungsplan,665.1088580246914
maxiee/HeartBeat,51.66791666666666
mcprog/ragnar,47.091944444444444
mcruncher/worshipsongs-android,1409.860688736682
mediavrog/integrated-rating-request,880.7986111111111
meefik/linuxdeploy,1890.151388888889
meetshah1995/TechFest2k15,7.311481481481482
melkonyan/Timetable,396.94261904761913
mendhak/gpslogger,1500.443146766169
mercuriete/ajmrtd2,2400.842777777778
mgolokhov/dodroid,695.6474999999999
mgsx-dev/rainstick,23.00638888888889
mhoeher/opentodolist,751.1590277777779
michaelbarlow7/dungeon-crawl-android,1676.3508333333336
michaelkourlas/voipms-sms-client,2975.9881450094163
michalmazur/orphaned-texts,297.28319444444446
micolous/metrodroid,2379.785869565217
midhunhk/random-contact,670.3757777777778
midhunhk/trip-o-meter,568.189246031746
mikepenz/Android-Iconics,277.0225
mikepenz/FastAdapter,226.20265873015873
mikepenz/MaterialDrawer,93.96532515073213
miketrewartha/positional,185.81333333333333
milindur/MdkControlApp,1681.7830555555556
mitch-b/whoisit-android,232.89458333333332
mkaradeniz/MaterialMensa,76.05472222222222
mkelandis/ReadingLog,6918.072407407407
mkorcha/MediaButtonOverlay,255.28277777777777
mobfox/MobFox-Android-SDK,227.90039682539683
moezbhatti/qksms,5633.039964838256
mofosyne/tagdrop,2.6925
momodalo/vimtouch,771.2490972222223
moneymanagerex/android-money-manager-ex,1475.1081695652174
mono/SkiaSharp,3749.4645580296897
montselozanod/LearnPop,74.78527777777778
moonlight-stream/moonlight-android,2250.4366767676765
moravianlibrary/kramerius-for-android,599.5653968253968
mosmetro-android/mosmetro-android,353.68113547758287
movim/movim_android,18.119444444444444
mozilla-mobile/focus-android,4808.343717350746
mozilla/MozStumbler,1593.7961354166669
mpcjanssen/simpletask-android,3146.158003246753
mpiannucci/HackWinds-Android,616.2640532879819
mpv-android/mpv-android,6310.821471734893
mr-glt/OpenScout,4.104583333333333
mridang/dashclock-cyanight,27.839166666666667
mridang/dashclock-hotspot,13369.075694444444
mridang/dashclock-location,341.2341666666667
mridang/dashclock-weeknum,1978.4730555555557
mrpdaemon/encdroid,969.4951646090535
msal/muzei-nationalgeographic,393.734375
mschlauch/comfortreader,470.0202777777778
mtransitapps/mtransit-for-android,2902.2863888888887
murgo/IrssiNotifier,2455.7347480620156
mustafakalash/vexscouter,28.221666666666668
mutualmobile/CardStackUI,203.00638888888886
muvari/restaurant-mediator,53.73416666666667
mvarnagiris/expensius,5.204444444444444
mxn21/FlowingDrawer,5645.154907407407
mzlogin/CleanExpert,1.6022222222222222
nathan-osman/chronosnap,30.900277777777777
nbd9/UnityPlanner,4593.018518518518
nbenm/ImapNote2,958.1719444444444
nbossard/packlist,1030.3040798611112
ndhunju/dailyJournal,5398.855833333333
netmackan/ATimeTracker,7954.867126068376
neurodroid/cryptonite,0.01284313725490196
nextgis/metro4all-android,1403.7518686868686
nextgis/nextgislogger,1795.122142857143
nextgis/ngm_clink_monitoring,416.13133633633635
nguillaumin/osmtracker-android,13566.332165404041
nick11roberts/Moka-Scanr,15.100555555555555
nickfox/GpsTracker,73.47611111111111
nightscout/android-uploader,981.4372777777778
nikolamilosevic86/owasp-seraphimdroid,2385.317037037037
niqdev/ipcam-view,1785.6196666666667
nirabpudasaini/Mero-Bhada-Meter,132.86569444444444
nispok/snackbar,584.4817708333334
nitroshare/nitroshare-android,3929.8331944444444
nkming2/power-menu,1132.1641435185186
noboru-i/ReadItNow,314.69750000000005
noboru-i/TetherSetting,2266.943888888889
nonylene/PhotoLinkViewer,1275.7122875816992
nostra13/Android-Universal-Image-Loader,935.9071358858859
notriddle/budget-envelopes,127.70416666666667
npes87184/S2TDroid,58.68694444444444
nutritionfactsorg/daily-dozen-android,1993.633111111111
nvllsvm/Audinaut,5857.944416666667
oSoc14/Artoria,94.9405982905983
oaken-source/exceer,172.80833333333334
oakesville/mythling,3641.4449603174603
octaltech/fixmephone,0.6683333333333333
ogarcia/opensudoku,49.55277777777778
ojacquemart/vlilleChecker,2151.951125
oldergod/red,226.25203703703707
oliexdev/openScale,2582.3627329749106
opacapp/opacclient,1842.5856659056317
open-keychain/open-keychain,1768.6798814578913
openforis/collect-mobile,289.72333333333336
opengisch/QField,9283.758074823378
openwebnet/openwebnet-android,995.5151234567901
openxc/openxc-android,5032.214710648148
orgzly/orgzly-android,1810.8099504950494
osfans/trime,4756.526396677051
osmdroid/osmdroid,2801.8042665867306
outadoc/SplatCompanion,23.220833333333335
oxoooo/materialize,0.11611111111111111
ozbek/al-muazzin,0.30569444444444444
pR0Ps/LocationShare,31440.59361111111
pacien/tincapp,1804.5490714285713
paleoCoder/QuickBART,90.38576388888889
panpf/sketch,958.3477450980392
paolorotolo/GittyReporter,65.64555555555556
passy/Android-DirectoryChooser,17771.211296296296
passy/WAKiMail,0.17027777777777778
patrickfav/Dali,49.528055555555554
pchretien/APOD,65.98234722222222
pdaddyo/soundbounce,333.75148148148145
pdmholden/bcclaarrest,156.80157407407407
pedrovgs/DraggablePanel,1197.3092592592593
pennlabs/penn-mobile-android,3501.447523712737
petalyaa/Launchpet2,0.33666666666666667
phil-lopreiato/frc-notebook,110.05230769230769
philburk/android-midisuite,23061.98277777778
philliphsu/ClockPlus,3742.3794444444443
phish108/MoblerCards,465.18769303201503
phw/PicardBarcodeScanner,3.445
physphil/UnitConverterUltimate,339.64368055555553
pilot51/voicenotify,10216.105328282829
pjuu/droidotter,1939.110972222222
plastygrove/BlueSerial,15.860833333333334
plugdio/MQTTSYSConsole,34.654259259259256
plusCubed/anticipate,370.5730555555556
plusCubed/plusTimer,519.8520707070707
plusCubed/recycler-fast-scroll,948.7975000000001
plusCubed/velociraptor,8012.683888888889
plusonelabs/calendar-widget,3073.1608994708995
plusonelabs/dashclock-gerrit,64.17375
pnemonic78/RemoveDuplicates,45.045
pockethub/PocketHub,5514.195986997636
pocl/pocl,5656.0517340067345
pocmo/SensorDashboard,5616.509722222222
polson/MetroTripper,593.2397222222222
polybassa/WyLight,1496.7328750000001
potray/Pacts,33.121746031746035
ppareit/swiftp,9759.371450617284
prajjwaldimri/GithubXamarin,505.8272222222222
prakhar1989/ColorPhun,11.869166666666668
prasannata/StackX,319.18625000000003
praveendath92/MDroid,169.04627525252525
praveendath92/PopTilesPlus,8.178055555555556
predictive-technology-laboratory/sensus,2559.0442887931035
printminion/gdgsched,3.429814814814815
priyeshpatel/habhub-chase-car-tracker,204.96
project-manatee/manatee-android,3257.8764444444446
project64/project64,2329.607396640827
proxysh/Safejumper-for-Android,12158.180833333334
pryds/ve,20.945625
pvarry/intra42,8825.956666666667
qdeconinck/lln-campus,88.3425
qii/weiciyuan,1726.0607051282054
qtquickvcp/QtQuickVcp,12338.934974747475
quarck/CalendarNotification,2203.611712962963
quran/quran_android,9345.52015946502
rahulkumar66/Performance-Tweaker,715.8512962962963
randombyte-developer/SGLVertretungsplan,515.2112500000001
rapidpro/surveyor,153.21824074074075
raptor2101/GalDroid,130.6074074074074
rascarlo/AURdroid,45.80430555555556
rastating/DroidBeard,269.41294991300026
raydac/AndroidPirateDice,4.576944444444444
rcgonzalezf/weather-app-demo,8908.826666666666
recruit-lifestyle/FloatingView,2778.8409523809523
rectangle-dbmi/Realtime-Port-Authority,1997.8739523809525
reknih/informant-droid,1103.9316666666666
reloZid/android-anuto,2116.849431818182
relrod/tryidris-android,13.775555555555556
remibantos/sfquizz,89.61166666666666
renard314/textfairy,3722.783888888889
renzon/autonomyway,16.829166666666666
rezacute/pens-messenger-android,0.9605555555555556
rhdunn/espeak,2005.5452777777778
richard1/BCP-Mobile,41.688240740740746
richardthe3rd/BeerFestApp,25.531805555555557
richsmith/sexytopo,23708.78599206349
rignaneseleo/SlimSocial-for-Facebook,12659.127611111111
rjhdby/motocitizen,1882.2888167104113
rk4an/ecos-controller,3504.3216666666667
rm3l/maoni,6898.565370370371
rmceoin/cominghome,269.8411111111111
robert7k/sipswitch,5746.588055555556
robinos/Handalfabet,80.39159722222223
rocketshipapps/adblockfast,5084.224401709402
rom4ek/ArcNavigationView,887.13375
ronaldsmartin/APO-DZ-Android,1501.6256944444444
ronaldsmartin/Material-ViewPagerIndicator,1332.4679166666667
rootio/rootio_handset,7.509722222222223
rschnapp/BusMan,8554.005
rsiebert/TVHClient,2434.2532733333333
rsteckler/unbounce-android,17.348368055555557
rycus86/StringTheory,28.759722222222223
rycus86/TriangularWatchFace,272.6846527777778
s-gv/rnicu,3.451388888888889
saint1991/GPSLogger,1210.3044444444445
salRoid/Filmy,646.2645
salema/PodCatcher-Deluxe-Android,2170.4226128472224
samueltardieu/harassme,1983.4341666666667
sandsmark/QuasselDroid,28638.377222222225
sangcomz/FishBun,10996.058155136268
saqimtiaz/BibSearch,798.0434523809524
saschpe/PlanningPoker,11980.839722222223
sawankh/MathAttack,38.37677777777778
sbhs-forkbombers/sbhs-timetable-android,367.9637777777778
schnatterer/nusic,63.03388888888889
scottyab/rootbeer,4234.4392676767675
screenfreeze/deskcon-android,472.2217592592592
sdsmdg/trianglify,177.23675925925926
seanmonstar/ServiceDroid,1025.194061302682
securityfirst/Umbrella_android,4990.047666666666
seeing-eye/UnforgetIt,4.729722222222223
segler-alex/RadioDroid,2710.8810380116956
seht/volumenotification,6065.924675925926
seizonsenryaku/HayaiLauncher,14.64074074074074
septadev/SEPTA-Android,2020.5049747474748
serialc/CemeterySurveyor,3162.530277777778
sgrailways/giftidea,5.695555555555556
shamanland/fonticon,1837.4602777777777
shaobin0604/pocket-voa,27002.77611111111
sheimi/SGit,5155.919432098765
shinymayhem/radio-presets-widget,147.19518055555554
shts/NogiFeed,1475.4879166666665
shubhamchaudhary/CCDroid,38.9175
shubhamchaudhary/wordpowermadeeasy,3370.8444444444444
sialan-labs/kaqaz,337.29212962962964
siempredelao/Distance-From-Me-Android,3077.9963888888888
simlar/simlar-android,5076.598533333334
siramix/buzzwords,2136.2126869658123
sismics/reader,1149.5599549549552
sizezero/dice-probabilities,32.030277777777776
sjwall/MaterialTapTargetPrompt,3002.324003831417
sky-map-team/stardroid,4497.040416666667
slapperwan/gh4a,4150.682452919021
slyfoxza/muzei-androidwallpapers,689.0881481481482
smallpath/psnine,11.539444444444445
smart-fun/TabStacker,51.817129629629626
smithdtyler/prettygoodmusicplayer,1159.9937847222222
smuldr/xtime-android,4671.333611111111
sneerteam/sneer,0.9577777777777777
souch/SMP,269.7609722222222
souliss/soulissapp,1250.8031684027778
soynerdito/BlueSound,22.475416666666668
spacecowboy/NotePad,15398.751907596372
spacedockapp/spacedock,1426.8306823671496
spirosbond/CallerFlashlight,31541.352647392287
spookypeanut/Love-Tag,815.4514444444444
spookypeanut/Wake-Me-At,757.8732142857143
sproshev/tcity,386.88166666666666
sqall01/alertR,1.6519444444444444
sreich/android-count-the-days,297.59805555555556
sssemil/Advanced-Settings-for-Android-Wear,1670.5345138888888
st1hy/Red-Calorie,106.7636111111111
stanidesis/quotograph,318.1570138888889
stealthcopter/AndroidNetworkTools,6301.0250617283955
stefan-niedermann/nextcloud-notes,2880.3878818217513
steinbachr/spitly-android,8.655111111111111
stopbystop/sbs-app,767.7423148148149
strooooke/quickfit,2341.941851851852
stuartsoft/PingIT,91.22787698412698
substratum/substratum,659.3131944444444
supertuxkart/stk-code,20248.71131076389
sw926/ImageFileSelector,1475.3680555555557
sylvek/itracing2,547.4639285714286
syncthing/syncthing-android,2966.688474192277
sytolk/TaxiAndroidOpen,642.6608333333334
t-animal/JourneyApp,319.6535416666667
tangalbert919/nds4droid,1815.2427777777777
tanrabad/survey,5923.219242424243
tasomaniac/OpenLinkWith,8720.1075
tateisu/SubwayTooter,4040.9776515151516
tateshitah/gnssfinder,2857.8243055555554
tbpalsulich/NYU-BusTracker-Android,1092.9150595238095
teamblueridge/PasteIt,124.69347222222223
teerapap/whatnext,71.59222222222222
testica/text-scanner,368.19083333333333
tgwizard/sls,12007.876952736318
the-blue-alliance/the-blue-alliance-android,1286.4621007816863
theIoTLab/ZephyrBHDeviceAdapter,75.17569444444445
theScrabi/Terminightor,255.65703703703704
theangrydev/AERCalculator,70.04888888888888
thebigg73/OpenSongTablet,2012.2035185185186
theblackwidower/KanaQuiz,24.914722222222224
thecosmicfrog/LuasataGlance,129.67583333333334
theksmith/CarBusInterface,1569.8757407407404
thermatk/HSEWifi,815.2711111111112
thiagobaptista/cartcalculator-android,426.6248611111111
thiagokimo/KonamiCode,40.000277777777775
tilal6991/HoloIRC,761.8716666666667
tim-sueberkrueb/ourgus,404.8361111111111
timeforcoffee/timeforcoffee-android,2632.4401157407406
timothyb89/lifx-tasker,158.10680555555555
timstableford/P-BrainAndroid,45.15618055555555
timvdalen/gizmooi,1.6175
tinfoilhat/tinfoil-sms,813.3729457364341
tjol/vinylscrobbler,2561.255902777778
tkowalczyk/DevTalkMobile,832.4848015873016
tobykurien/BatteryFu,409.3273148148148
tobykurien/WebApps,7636.528630952382
tomahawk-player/tomahawk-android,347.8791666666666
tonikarppi/coherence,3.8590740740740745
torch2424/Feather,52.2962037037037
torch2424/Stats-Monitor-Widget,2128.0788888888887
torkildr/Trommelyd,22.134444444444444
tranquvis/SimpleSmsRemote,2969.586018518519
transistorsoft/rn-background-geolocation-demo,1325.7055555555555
translation-cards/translation-cards,310.32422335600904
trashify/bolt-starter,67.36513888888888
trevorhalvorson/DevJobs,19.783055555555556
trikita/slide,7.791944444444445
trishika/DroidUPnP,656.9206597222222
tristan2468/OyVer,7826.314444444444
turing-tech/MaterialScrollBar,1671.4421843434343
tvbarthel/BlurDialogFragment,1856.2934848484847
tvbarthel/CameraColorPicker,5934.971805555556
tvbarthel/SimpleThermometerProject,44.60458333333333
tvbarthel/SimpleWeatherForecast,2064.8425
tzulberti/archery-training,121.07434240362811
ubergeek42/weechat-android,12783.603312757203
ubx/SkyLinesTracker,2221.782777777778
ukanth/afwall,9068.792281976745
ultramega/elementary,76.07777777777777
ultrasonic/ultrasonic,3563.6480193236716
ushahidi/Ushahidi_Android,2650.9453405017925
uvweb/UVwebForAndroid,191.2800347222222
valtech/valtech-contactsync-android,623.305
vanillastatus/VanillaStatusApp,1.732361111111111
vanita5/twittnuker,3661.6315157004833
vanniktech/VNTFontListPreference,327.9536111111111
vanniktech/VNTNumberPickerPreference,6161.651666666667
vase4kin/TeamCityApp,5082.432083333333
veniosg/Dir,2906.8687801932365
vexelon-dot-net/bgrates,356.2241203703704
vexelon-dot-net/currencybg.app,5258.6393333333335
vickychijwani/quill,1635.9516717171716
vijai1996/screenrecorder,254.50550925925924
vikramkakkar/SublimeNavigationView,48.25791666666667
vilnius/tvarkau-vilniu,1369.3731944444444
vishesh/sealnote,7050.570833333334
vn7n24fzkq/TSVS_Application,1209.4925
vocefiscal/vocefiscal-android,116.85958333333333
vycius/NMAkademija,82.69162037037037
wKovacs64/mTorch,4656.9397222222215
walleth/walleth,545.1685687382297
warmshowers/wsandroid,4245.913111111111
wax911/anitrend-app,2134.3096135265696
wbates/SierpinskiGenerator,17.722083333333334
wbrenna/GTFSOffline,2559.976898148148
weitsai/iHelp-android,155.30333333333334
wellenvogel/avnav,3275.0333843537414
wentam/DefCol,3409.258611111111
westnordost/StreetComplete,518.5976510329425
where2night/W2N-Android,173.9003888888889
willblaschko/AlexaAndroid,1035.8516666666667
wisedog/Whoochoo,32132.16097222222
wisedog/WhoochooAdvSms,70.8562037037037
wmi-students/wmi-timetable-android,176.7795
wordpress-mobile/WordCamp-Android,89.13427777777778
wsv-accidis/fm-fg-godsdekl,229.08916666666667
wsv-accidis/in-sangbok,19.655833333333334
wsv-accidis/tmeit-android,1693.4934444444443
wuan/bo-android,1501.8265758547009
xbmc/Kore,1277.4210416666667
xfmax/BasePedo,69.07972222222222
xiprox/WaniKani-for-Android,7238.396458333334
xisberto/workschedule,1213.2178333333334
xtensa/PodEmu,929.9863425925927
yDelouis/selfoss-android,38.32787037037037
yakirwin/lev-isha,17.085833333333333
yancyn/ParcelTrack,35.00296296296296
yankovskiy/PhotoTools,101.729375
yankovskiy/SilentNight,1241.7305555555554
yassirh/digitalocean-swimmer,760.1326666666666
yazeed44/MultiImagePicker,74.11099206349206
yeleman/SNISI-droid,67.62361111111112
yeokm1/nus-soc-print,6599.535277777778
ynurmahomed/renova,44.31638888888889
yourPISD/yourpisd,224.27120370370372
ypresto/android-transcoder,794.9195833333333
yshrsmz/monotweety,34.125238095238096
yuttadhammo/BodhiTimer,767.9110185185185
yuukis/businessmap,424.5696759259259
yzacarias/geekjunior,0.005
za419/Android-calculator,422.52091880341874
zach-capalbo/Kromophone,7878.521481481482
zahid-ali-shah/SignatureView,4546.966296296297
zamojski/TowerCollector,2327.5243103448274
zawadz88/material-activity-chooser,681.6144444444444
zdavatz/AmiKo-Android,526.1955555555555
zeapo/Android-Password-Store,1702.224475129199
zhuqianqian/wordchain,34.73194444444445
zoff99/ToxAndroidRefImpl,5909.760524691358
zond/android-diplicity,17.067430555555557
zugaldia/capitalbikeshare,138.83527777777778
zulip/zulip-mobile,2360.708310948311
