repository,mttr_hours,mttr_level
e-ucm/ead,1042.3507135076252,Low
edwise/DedicaMNS,1840.229837962963,Low
eisnerd/mupeace,285.0229166666666,Low
ekylibre/zero-android,2750.2867962962964,Low
el1t/Iolite,6018.321666666667,Low
elan-ev/StudIPAndroidApp,2899.824708994709,Low
elec-otago/agbase-weather-app,946.3066666666666,Low
elixsr/FwdPortForwardingApp,159.55194444444444,Medium
ellenpoe/TuxRacer-SDL2,15079.646805555556,Low
elman22/pocket-amc-reader,8783.157291666666,Low
elpassion/el-space-android,351.3873148148148,Low
elsewhat/com.elsewhat.android.slideshow,315.24361111111114,Low
elyas-bhy/CampusUB1,29.52669934640523,Medium
emivaljr/hojenaoapp,59.02965277777778,Medium
ennswi/AndroidCaldavSyncAdapater,27390.311388888884,Low
enotio/Tempest,99.15166666666669,Medium
enra64/Votenote,682.0595679012346,Low
enviroCar/enviroCar-app,5982.534023482246,Low
enz/pentobi,7763.603611111111,Low
equeim/tremotesf-android,247.85805555555555,Low
ericberman/MyFlightbookAndroid,1425.5675,Low
eurofurence/ef-app_android,864.4502396514162,Low
evernote/evernote-sdk-android,242.0175,Low
ezet/penguins-in-space,211.01833333333332,Low
eziosoft/MultiWii_EZ_GUI,842.2450000000001,Low
f00f/TrainingApp,285.6022222222222,Low
fabian7593/MagicalCamera,10805.090925925926,Low
fadelakin/vortex,67.46277777777777,Medium
fedefernandez/MyAppList,5.094074074074075,High
federicoiosue/checklistview,789.8488888888888,Low
fekracomputers/IslamicLibraryAndroid,1922.1982407407409,Low
felixb/callmeter,434.4871064814815,Low
felixb/no-cloud-share,340.42305555555555,Low
felixb/smsdroid,933.9225,Low
fenimore/DemocracyDroid,2099.706512345679,Low
feragusper/BuenosAiresAntesYDespues,1661.0412500000002,Low
fhstp-mfg/mobilot,584.2899537037036,Low
firebirdberlin/nightdream,801.9093783068784,Low
firebirdberlin/rocketlaunch,311.6430555555556,Low
firebirdberlin/tinytimetracker,170.58444444444444,Low
firejake308/Show-And-Sell,447.1044444444444,Low
flavioarfaria/KenBurnsView,7238.890138888889,Low
flide/TouchBoard,6025.67625,Low
flopshot/Capstone_Project,96.82027777777778,Medium
florent37/MaterialTextField,73.7725,Medium
florent37/MaterialViewPager,311.17717592592595,Low
forrestguice/thunder-stopwatch,46.86953703703704,Medium
franciscojunior/Vampidroid,410.5325,Low
fridayideas/daytomato,166.74612962962962,Medium
ftisunpar/juklak,5590.101388888889,Low
ftlno/abakaffe-android,7.206666666666667,High
futurice/hemmo-app,91.54944444444445,Medium
futurice/meeting-room-tablet,123.45972222222224,Medium
futurice/vor,72.42046296296296,Medium
fvasco/pinpoi,144.37972222222223,Medium
fython/Blackbulb,955.511388888889,Low
fython/PackageTracker,9741.457916666666,Low
gandulf/DsaTab,5237.4124688057045,Low
gappleto97/MultiCalc,211.6255555555556,Low
gatheringhallstudios/MHGenDatabase,47.00805555555556,Medium
gatzka/android-scan,427.61625,Low
gazlaws-dev/codeboard,13414.762222222222,Low
gbl08ma/underlx,263.9975,Low
ge0rg/aprsdroid,6769.897067901234,Low
geeksville/arduleader,871.2538888888889,Low
gentlecat/counter,10100.962462962962,Low
gianasista/tldr-viewer,54.97416666666666,Medium
gina-alaska/gina-puffinfeeder-android-viewer,47.68083333333333,Medium
gitskarios/Gitskarios,492.9626240079365,Low
glodanif/BluetoothChat,141.44611111111112,Medium
glowing-bear/glowing-bear-cordova,3194.3215277777776,Low
goinstant/android-sdk-guides,71.77527777777777,Medium
goodtime-productivity/Goodtime,11843.014019607845,Low
google/paco,5847.664212629896,Low
google/watchpresenter,952.4177777777778,Low
googlesamples/android-testdpc,1032.2470833333334,Low
gowong/material-sheet-fab,169.42194444444445,Low
greenfrvr/hashtag-view,2371.6018055555555,Low
grote/Transportr,4511.875049137585,Low
guardianproject/ObscuraCam,1100.793400900901,Low
h3u/yauc,281.6425,Low
h6ah4i/android-openslmediaplayer,1792.2876851851852,Low
h6ah4i/android-verticalseekbar,635.5465740740741,Low
hacktx/electron,0.1422222222222222,Elite
hanneseilers/Mensa-SH,35.0775,Medium
hashikuchi/TexchangeApp,1693.8774603174604,Low
hazuki0x0/YuzuBrowser,180.69616319444444,Low
hbb20/CountryCodePickerProject,1237.8694444444443,Low
hcmlab/ssj,132.29888888888888,Medium
hedzr/android-file-chooser,4111.705833333333,Low
heinrichreimer/android-issue-reporter,5570.718944444444,Low
heinrichreimer/material-drawer,1227.7474074074073,Low
heinrichreimer/material-intro,1818.7076684881604,Low
heinrichreimer/material-singleinputform,2363.5136111111115,Low
henrichg/PhoneProfilesPlus,267.728207070707,Low
hgdev-ch/toposuite-android,23264.803333333333,Low
hgzimmerman/CnC-Online-Spymaster,0.8269444444444445,Elite
hhroc/yellr-android,267.10285087719296,Low
hhua/product-hunt-android,17.027314814814815,High
hidroh/materialistic,593.2812037037037,Low
hiposfer/hive,910.5293981481482,Low
hoang8f/android-flat-button,327.24041666666665,Low
holylobster/nuntius-android,0.2713888888888889,Elite
honza-kasik/OlomouckyBazen,84.25273148148148,Medium
hsson/card-balance-app,93.98381944444444,Medium
hubbardgary/LondonTrails,99.36138888888888,Medium
hybrezz54/OnTheProwl-Android,0.0008333333333333,Elite
hzsweers/palettehelper,1529.6992777777778,Low
iSoron/uhabits,3575.8454603909463,Low
iTXTech/Daedalus,3234.253425925926,Low
iamovrhere/MorseFlash,51.53777777777778,Medium
ianhanniballake/ContractionTimer,81.44047008547008,Medium
ianhanniballake/TripleSolitaire,39.725,Medium
icasdri/Mather,1745.5380555555555,Low
iffa/SSKKY-ruokalista,3955.3347222222224,Low
iiordanov/remote-desktop-clients,6629.132982905983,Low
ikarus23/MifareClassicTool,5606.916986111111,Low
indianpoptart/Parks-and-Recreation,2240.7747222222224,Low
indianpoptart/RadioControl,2161.669626068376,Low
indywidualny/Centrum.fm,0.0988888888888888,Elite
infoeducatie/infoeducatie-android,19.087777777777777,High
ismail-s/JTime,341.5210555555556,Low
j4velin/Pedometer,5322.864722222223,Low
j4velin/SystemAppMover,414.1283333333333,Low
jackpf/BlockchainSearch,88.92560606060606,Medium
jamieadkins95/Heistr,266.5878395061728,Low
janoliver/pOT-Droid,673.4220687830688,Low
jareddlc/OpenFit,32.558194444444446,Medium
javiersantos/AppUpdater,900.7829320987654,Low
javiersantos/MaterialStyledDialogs,1558.4494841269843,Low
jawg/osm-contributor,664.6940993265993,Low
jberkel/sms-backup-plus,10618.100025252525,Low
jchmrt/clean-calculator,33.50555555555555,Medium
jcolladosp/PimPam,14341.178680555557,Low
jerrymannel/ISawABird,87.08869047619046,Medium
jetkov/neatpad,46.14277777777778,Medium
jgaa/VikingGTD,16818.156944444443,Low
jguerinet/MyMartlet,1043.1791203703704,Low
jklmnn/ParkenDD,622.7817592592593,Low
jmalenko/alarm-morning,3532.220055555556,Low
jmsalcido/catapi-android,4.157055555555556,High
joanpuigsanz/servdroid,565.062361111111,Low
johannilsson/sthlmtraveling,828.8942094017094,Low
johnjohndoe/Umweltzone,1074.295601851852,Low
johnkil/Print,555.6428472222223,Low
johnzweng/bankomatinfos,107.55564814814814,Medium
joielechong/CountryCodePicker,1341.2072222222223,Low
jonasoreland/runnerup,13538.546004273505,Low
jonatantierno/scrumdailytimer,347.5540555555556,Low
jpardogo/ListBuddies,1510.90375,Low
jpeddicord/speedofsound,4038.023777777778,Low
jruesga/rview,600.7785483870967,Low
jrvansuita/MaterialAbout,21098.841944444444,Low
jrvansuita/PickImage,10292.912888888888,Low
jrzimmerman/bestrida-rn,154.07583333333332,Medium
jschmid/WhereAreYou-Android,0.0708333333333333,Elite
jt19056/Notey,633.4826697530865,Low
jtechapps/FloppyThreeD,15.356388888888889,High
jtmcn/archwiki-viewer,729.6351388888888,Low
julianctni/mensaDD,101.14763888888888,Medium
junjunguo/PocketMaps,10374.931041666669,Low
jurihock/voicesmith,37134.57732638888,Low
justdave/MCStatus,11737.363101851852,Low
k-kojak/yako,429.2276495726496,Low
k3b/ContentProviderHelper,133.48805555555555,Medium
kabouzeid/Phonograph,2139.8686293260475,Low
kahluagenie/muzei-gopro,149.3113888888889,Medium
kaichunlin/android-transition,4.926666666666667,High
kaloyan-raev/eclipse-ui-tips,112.7213888888889,Medium
kamegami13/MonsterHunter4UDatabase,5.434722222222222,High
kaozgamer/Find-My-Phone,4892.369722222223,Low
kaozgamer/GradeCalculator,2.660277777777778,High
kartikarora/Transfer.sh,30440.719305555554,Low
kd8bny/maintenanceMan,1338.4676851851852,Low
kebernet/shortyz,26473.126111111116,Low
keefmarshall/fco-alerts-app,237.65583333333333,Low
ken-kentan/student-portal-plus,16.075,High
kenumir/Pinger,1.1733333333333331,High
keyboardsurfer/Crouton,6511.100416666666,Low
kflog-project/Cumulus,286.1487948028674,Low
khasang/SmartForecast,714.8233796296296,Low
khertan/ForRunners,6600.291944444444,Low
kiall/android-tvheadend,974.5478306878306,Low
kimsin3003/X10,151.01763888888888,Medium
kirimin/mitsumine,1135.3195138888889,Low
kiruto/debug-bottle,622.2438888888889,Low
klnusbaum/UDJ-Android-Client,722.3945138888889,Low
kloener/visor-android,11596.959814814814,Low
kmzbrnoI/hJOPandroidDriver,7556.045833333334,Low
knilch0r/freeshisen,78.2838888888889,Medium
kodsnack/kodsnack-android,0.0426388888888888,Elite
kollerlukas/Camera-Roll-Android-App,437.721317204301,Low
konifar/droidkaigi2016,17.23875478927203,High
konradrenner/kolabnotes-android,1300.2241327913275,Low
kontalk/androidclient,822.9950856102004,Low
kort/kort-native,1766.4156944444444,Low
kost/NetworkMapper,3885.136944444445,Low
krcla/KnowYourRightsApp,72.9961111111111,Medium
krishnaraj/oneclipboard,12448.791111111112,Low
krossovochkin/MorseKeyboard,31.504722222222224,Medium
krtkush/LinearTimer,5442.8224206349205,Low
krtkush/MarsExplorer,275.34069444444447,Low
kshoji/BLE-MIDI-for-Android,554.5443055555555,Low
kshoji/USB-MIDI-Driver,586.1861904761905,Low
ksoichiro/SimpleAlertDialog-for-Android,45.35680555555555,Medium
kurtmc/MyEarnings,5551.855833333333,Low
kwmt/GitHubSearch,646.9008333333334,Low
kylecorry31/ShutUpAndDrive,78.2501388888889,Medium
kyriog/VoxPopuli-Android,911.7278472222224,Low
kyriog/rights-alert,54.5325,Medium
lambdasoup/blockvote,8.265277777777778,High
lambdasoup/watchlater,4607.891234567902,Low
laurentsebag/android-wifi-timer,2033.8397222222225,Low
ldionmarcil/OSRSHelper,1979.948373015873,Low
learningtitans/paperclickers,50.91148148148148,Medium
lecho/hellocharts-android,586.8855917874396,Low
leinardi/UbuntuCountdownWidget,2.1355555555555554,High
lewismcgeary/AndroidGameofLife,222.88703703703703,Low
lfdversluis/TUDirect-Android,171.13125,Low
ligi/FAST,16813.39638888889,Low
ligi/PassAndroid,533.4144230769231,Low
ligi/SurvivalManual,2907.3035185185186,Low
linklux/android-schedules,1045.7592676767676,Low
linuxtage/glt-companion,3273.7967222222223,Low
lloydtorres/stately,104.10527777777776,Medium
loadrunner/Facebook-Contact-Sync,564.0433333333333,Low
loairpa/DiceInDark,596.1030555555556,Low
loehnertz/HSRMMedialabTimetableApp,21.20558641975309,High
longdivision/hex,295.2977777777777,Low
lordi/tickmate,29231.631666666668,Low
louisbloom/loananalyzer,216.855,Low
louistsaitszho/Erg-Alpha,206.55027777777775,Low
lpaulger/cribbage-the-game,182.42231678487,Low
luankevinferreira/expenses,956.8005555555555,Low
lucas-tulio/decimal-clock-widget,580.4586111111112,Low
luckytoilet/WATisRain,2782.324209401709,Low
luoyuan800/NeverEnd,175.165,Low
lz1asl/CaveSurvey,1793.8053985507247,Low
macGRID-SRN/hitchBOT,229.1318055555556,Low
madhur/DashAnalytics,36.6615404040404,Medium
madhur/GAnalytics,49.903333333333336,Medium
mafik/echo,93042.42,Low
maggardJosh/Tiles,13.845514705882351,High
mail929/Lister,82.0854012345679,Medium
makovkastar/FloatingActionButton,879.2022222222222,Low
malmstein/yahnac,2505.014722222222,Low
mamewotoko/podplayer,903.6063888888888,Low
manishsgaikwad/MusicID,11757.885277777776,Low
mappiamo/mapi-app,370.12395833333335,Low
marco97pa/punti-burraco,419.0641666666667,Low
marcocorvi/topodroid,2964.7078846153845,Low
markormesher/android-fab,113.93842592592593,Medium
martin-stone/hsv-alpha-color-picker-android,187.33425925925928,Low
martinohanlon/BlueDot,628.9652777777777,Low
martykan/forecastie,6577.123605555556,Low
marunjar/anewjkuapp,279.1885185185185,Low
marverenic/Jockey,2168.7723688271603,Low
marxsk/zobro,10.29,High
masahide318/Croudia-for-Android,32.56111111111111,Medium
matejdro/PebbleDialer-Android,6038.611944444445,Low
matejdro/PebbleNotificationCenter-Android,219.9208333333333,Low
mateuszbuda/ThermometerExtended2,171.28972222222222,Low
matheussampaio/pomt-android-app,1.0163888888888888,High
mathisdt/trackworktime,7324.6547875817,Low
mattelacchiato/FastBudget3,691.9848888888889,Low
mattstraehl/AmgiNori,105.78916666666667,Medium
mauiaaron/apple2,10491.48065972222,Low
maxanier/Vertretungsplan,665.1088580246914,Low
maxiee/HeartBeat,51.66791666666666,Medium
mcprog/ragnar,47.09194444444445,Medium
mcruncher/worshipsongs-android,1409.860688736682,Low
mediavrog/integrated-rating-request,880.7986111111111,Low
meefik/linuxdeploy,1890.151388888889,Low
meetshah1995/TechFest2k15,7.311481481481482,High
melkonyan/Timetable,396.94261904761913,Low
mendhak/gpslogger,1500.443146766169,Low
mercuriete/ajmrtd2,2400.842777777778,Low
mgolokhov/dodroid,695.6474999999999,Low
mgsx-dev/rainstick,23.00638888888889,High
mhoeher/opentodolist,751.1590277777779,Low
michaelbarlow7/dungeon-crawl-android,1676.3508333333336,Low
michaelkourlas/voipms-sms-client,2975.9881450094163,Low
michalmazur/orphaned-texts,297.28319444444446,Low
micolous/metrodroid,2379.785869565217,Low
midhunhk/random-contact,670.3757777777778,Low
midhunhk/trip-o-meter,568.189246031746,Low
mikepenz/Android-Iconics,277.0225,Low
mikepenz/FastAdapter,226.20265873015876,Low
mikepenz/MaterialDrawer,93.96532515073211,Medium
miketrewartha/positional,185.81333333333333,Low
milindur/MdkControlApp,1681.7830555555556,Low
mitch-b/whoisit-android,232.8945833333333,Low
mkaradeniz/MaterialMensa,76.05472222222222,Medium
mkelandis/ReadingLog,6918.072407407407,Low
mkorcha/MediaButtonOverlay,255.28277777777777,Low
mobfox/MobFox-Android-SDK,227.90039682539685,Low
moezbhatti/qksms,5633.039964838256,Low
mofosyne/tagdrop,2.6925,High
momodalo/vimtouch,771.2490972222223,Low
moneymanagerex/android-money-manager-ex,1475.1081695652174,Low
mono/SkiaSharp,3749.4645580296897,Low
montselozanod/LearnPop,74.78527777777778,Medium
moonlight-stream/moonlight-android,2250.4366767676765,Low
moravianlibrary/kramerius-for-android,599.5653968253968,Low
mosmetro-android/mosmetro-android,353.68113547758287,Low
movim/movim_android,18.119444444444444,High
mozilla-mobile/focus-android,4808.343717350746,Low
mozilla/MozStumbler,1593.7961354166669,Low
mpcjanssen/simpletask-android,3146.158003246753,Low
mpiannucci/HackWinds-Android,616.2640532879819,Low
mpv-android/mpv-android,6310.821471734893,Low
mr-glt/OpenScout,4.104583333333333,High
mridang/dashclock-cyanight,27.839166666666667,Medium
mridang/dashclock-hotspot,13369.075694444444,Low
mridang/dashclock-location,341.2341666666667,Low
mridang/dashclock-weeknum,1978.473055555556,Low
mrpdaemon/encdroid,969.4951646090536,Low
msal/muzei-nationalgeographic,393.734375,Low
mschlauch/comfortreader,470.0202777777778,Low
mtransitapps/mtransit-for-android,2902.2863888888887,Low
murgo/IrssiNotifier,2455.734748062016,Low
mustafakalash/vexscouter,28.221666666666668,Medium
mutualmobile/CardStackUI,203.0063888888889,Low
muvari/restaurant-mediator,53.73416666666667,Medium
mvarnagiris/expensius,5.204444444444444,High
mxn21/FlowingDrawer,5645.154907407407,Low
mzlogin/CleanExpert,1.6022222222222222,High
nathan-osman/chronosnap,30.900277777777777,Medium
nbd9/UnityPlanner,4593.018518518518,Low
nbenm/ImapNote2,958.1719444444444,Low
nbossard/packlist,1030.3040798611112,Low
ndhunju/dailyJournal,5398.855833333333,Low
netmackan/ATimeTracker,7954.867126068376,Low
neurodroid/cryptonite,0.0128431372549019,Elite
nextgis/metro4all-android,1403.7518686868686,Low
nextgis/nextgislogger,1795.122142857143,Low
nextgis/ngm_clink_monitoring,416.1313363363364,Low
nguillaumin/osmtracker-android,13566.33216540404,Low
nick11roberts/Moka-Scanr,15.100555555555555,High
nickfox/GpsTracker,73.47611111111111,Medium
nightscout/android-uploader,981.4372777777778,Low
nikolamilosevic86/owasp-seraphimdroid,2385.317037037037,Low
niqdev/ipcam-view,1785.6196666666667,Low
nirabpudasaini/Mero-Bhada-Meter,132.86569444444444,Medium
nispok/snackbar,584.4817708333334,Low
nitroshare/nitroshare-android,3929.833194444445,Low
nkming2/power-menu,1132.1641435185186,Low
noboru-i/ReadItNow,314.69750000000005,Low
noboru-i/TetherSetting,2266.943888888889,Low
nonylene/PhotoLinkViewer,1275.7122875816992,Low
nostra13/Android-Universal-Image-Loader,935.907135885886,Low
notriddle/budget-envelopes,127.70416666666668,Medium
npes87184/S2TDroid,58.68694444444444,Medium
nutritionfactsorg/daily-dozen-android,1993.633111111111,Low
nvllsvm/Audinaut,5857.944416666667,Low
oSoc14/Artoria,94.9405982905983,Medium
oaken-source/exceer,172.80833333333334,Low
oakesville/mythling,3641.44496031746,Low
octaltech/fixmephone,0.6683333333333333,Elite
ogarcia/opensudoku,49.55277777777778,Medium
ojacquemart/vlilleChecker,2151.951125,Low
oldergod/red,226.25203703703707,Low
oliexdev/openScale,2582.3627329749106,Low
opacapp/opacclient,1842.585665905632,Low
open-keychain/open-keychain,1768.6798814578913,Low
openforis/collect-mobile,289.72333333333336,Low
opengisch/QField,9283.758074823378,Low
openwebnet/openwebnet-android,995.51512345679,Low
openxc/openxc-android,5032.214710648148,Low
orgzly/orgzly-android,1810.8099504950492,Low
osfans/trime,4756.526396677051,Low
osmdroid/osmdroid,2801.8042665867306,Low
outadoc/SplatCompanion,23.22083333333333,High
oxoooo/materialize,0.1161111111111111,Elite
ozbek/al-muazzin,0.3056944444444444,Elite
pR0Ps/LocationShare,31440.59361111111,Low
pacien/tincapp,1804.5490714285716,Low
paleoCoder/QuickBART,90.38576388888887,Medium
panpf/sketch,958.3477450980392,Low
paolorotolo/GittyReporter,65.64555555555556,Medium
passy/Android-DirectoryChooser,17771.211296296296,Low
passy/WAKiMail,0.1702777777777777,Elite
patrickfav/Dali,49.528055555555554,Medium
pchretien/APOD,65.98234722222222,Medium
pdaddyo/soundbounce,333.75148148148145,Low
pdmholden/bcclaarrest,156.80157407407407,Medium
pedrovgs/DraggablePanel,1197.3092592592593,Low
pennlabs/penn-mobile-android,3501.447523712737,Low
petalyaa/Launchpet2,0.3366666666666666,Elite
phil-lopreiato/frc-notebook,110.05230769230768,Medium
philburk/android-midisuite,23061.98277777778,Low
philliphsu/ClockPlus,3742.379444444444,Low
phish108/MoblerCards,465.18769303201503,Low
phw/PicardBarcodeScanner,3.445,High
physphil/UnitConverterUltimate,339.64368055555553,Low
pilot51/voicenotify,10216.105328282829,Low
pjuu/droidotter,1939.110972222222,Low
plastygrove/BlueSerial,15.860833333333334,High
plugdio/MQTTSYSConsole,34.654259259259256,Medium
plusCubed/anticipate,370.5730555555556,Low
plusCubed/plusTimer,519.8520707070707,Low
plusCubed/recycler-fast-scroll,948.7975,Low
plusCubed/velociraptor,8012.683888888889,Low
plusonelabs/calendar-widget,3073.1608994708995,Low
plusonelabs/dashclock-gerrit,64.17375,Medium
pnemonic78/RemoveDuplicates,45.045,Medium
pockethub/PocketHub,5514.195986997636,Low
pocl/pocl,5656.051734006735,Low
pocmo/SensorDashboard,5616.509722222222,Low
polson/MetroTripper,593.2397222222222,Low
polybassa/WyLight,1496.732875,Low
potray/Pacts,33.121746031746035,Medium
ppareit/swiftp,9759.371450617284,Low
prajjwaldimri/GithubXamarin,505.8272222222222,Low
prakhar1989/ColorPhun,11.869166666666668,High
prasannata/StackX,319.18625000000003,Low
praveendath92/MDroid,169.04627525252525,Low
praveendath92/PopTilesPlus,8.178055555555556,High
predictive-technology-laboratory/sensus,2559.0442887931035,Low
printminion/gdgsched,3.429814814814815,High
priyeshpatel/habhub-chase-car-tracker,204.96,Low
project-manatee/manatee-android,3257.8764444444446,Low
project64/project64,2329.607396640827,Low
proxysh/Safejumper-for-Android,12158.180833333334,Low
pryds/ve,20.945625,High
pvarry/intra42,8825.956666666667,Low
qdeconinck/lln-campus,88.3425,Medium
qii/weiciyuan,1726.0607051282054,Low
qtquickvcp/QtQuickVcp,12338.934974747475,Low
quarck/CalendarNotification,2203.611712962963,Low
quran/quran_android,9345.52015946502,Low
rahulkumar66/Performance-Tweaker,715.8512962962963,Low
randombyte-developer/SGLVertretungsplan,515.2112500000001,Low
rapidpro/surveyor,153.21824074074075,Medium
raptor2101/GalDroid,130.6074074074074,Medium
rascarlo/AURdroid,45.80430555555556,Medium
rastating/DroidBeard,269.41294991300026,Low
raydac/AndroidPirateDice,4.576944444444444,High
rcgonzalezf/weather-app-demo,8908.826666666666,Low
recruit-lifestyle/FloatingView,2778.8409523809523,Low
rectangle-dbmi/Realtime-Port-Authority,1997.8739523809525,Low
reknih/informant-droid,1103.9316666666666,Low
reloZid/android-anuto,2116.849431818182,Low
relrod/tryidris-android,13.775555555555556,High
remibantos/sfquizz,89.61166666666666,Medium
renard314/textfairy,3722.783888888889,Low
renzon/autonomyway,16.829166666666666,High
rezacute/pens-messenger-android,0.9605555555555556,Elite
rhdunn/espeak,2005.5452777777775,Low
richard1/BCP-Mobile,41.688240740740746,Medium
richardthe3rd/BeerFestApp,25.53180555555556,Medium
richsmith/sexytopo,23708.78599206349,Low
rignaneseleo/SlimSocial-for-Facebook,12659.127611111113,Low
rjhdby/motocitizen,1882.2888167104115,Low
rk4an/ecos-controller,3504.3216666666667,Low
rm3l/maoni,6898.565370370371,Low
rmceoin/cominghome,269.8411111111111,Low
robert7k/sipswitch,5746.588055555556,Low
robinos/Handalfabet,80.39159722222223,Medium
rocketshipapps/adblockfast,5084.224401709402,Low
rom4ek/ArcNavigationView,887.13375,Low
ronaldsmartin/APO-DZ-Android,1501.6256944444444,Low
ronaldsmartin/Material-ViewPagerIndicator,1332.4679166666667,Low
rootio/rootio_handset,7.509722222222223,High
rschnapp/BusMan,8554.005,Low
rsiebert/TVHClient,2434.2532733333333,Low
rsteckler/unbounce-android,17.348368055555557,High
rycus86/StringTheory,28.759722222222223,Medium
rycus86/TriangularWatchFace,272.6846527777778,Low
s-gv/rnicu,3.451388888888889,High
saint1991/GPSLogger,1210.3044444444445,Low
salRoid/Filmy,646.2645,Low
salema/PodCatcher-Deluxe-Android,2170.4226128472224,Low
samueltardieu/harassme,1983.434166666667,Low
sandsmark/QuasselDroid,28638.377222222225,Low
sangcomz/FishBun,10996.058155136268,Low
saqimtiaz/BibSearch,798.0434523809524,Low
saschpe/PlanningPoker,11980.839722222225,Low
sawankh/MathAttack,38.37677777777778,Medium
sbhs-forkbombers/sbhs-timetable-android,367.9637777777778,Low
schnatterer/nusic,63.03388888888889,Medium
scottyab/rootbeer,4234.439267676768,Low
screenfreeze/deskcon-android,472.2217592592592,Low
sdsmdg/trianglify,177.23675925925926,Low
seanmonstar/ServiceDroid,1025.194061302682,Low
securityfirst/Umbrella_android,4990.047666666666,Low
seeing-eye/UnforgetIt,4.729722222222223,High
segler-alex/RadioDroid,2710.881038011696,Low
seht/volumenotification,6065.924675925926,Low
seizonsenryaku/HayaiLauncher,14.64074074074074,High
septadev/SEPTA-Android,2020.5049747474748,Low
serialc/CemeterySurveyor,3162.530277777778,Low
sgrailways/giftidea,5.695555555555556,High
shamanland/fonticon,1837.4602777777775,Low
shaobin0604/pocket-voa,27002.77611111111,Low
sheimi/SGit,5155.919432098765,Low
shinymayhem/radio-presets-widget,147.19518055555554,Medium
shts/NogiFeed,1475.4879166666665,Low
shubhamchaudhary/CCDroid,38.9175,Medium
shubhamchaudhary/wordpowermadeeasy,3370.8444444444444,Low
sialan-labs/kaqaz,337.29212962962964,Low
siempredelao/Distance-From-Me-Android,3077.9963888888888,Low
simlar/simlar-android,5076.598533333334,Low
siramix/buzzwords,2136.2126869658123,Low
sismics/reader,1149.5599549549552,Low
sizezero/dice-probabilities,32.030277777777776,Medium
sjwall/MaterialTapTargetPrompt,3002.324003831417,Low
sky-map-team/stardroid,4497.040416666667,Low
slapperwan/gh4a,4150.682452919021,Low
slyfoxza/muzei-androidwallpapers,689.0881481481482,Low
smallpath/psnine,11.539444444444444,High
smart-fun/TabStacker,51.817129629629626,Medium
smithdtyler/prettygoodmusicplayer,1159.9937847222222,Low
smuldr/xtime-android,4671.333611111111,Low
sneerteam/sneer,0.9577777777777776,Elite
souch/SMP,269.7609722222222,Low
souliss/soulissapp,1250.8031684027778,Low
soynerdito/BlueSound,22.475416666666668,High
spacecowboy/NotePad,15398.751907596372,Low
spacedockapp/spacedock,1426.8306823671496,Low
spirosbond/CallerFlashlight,31541.352647392287,Low
spookypeanut/Love-Tag,815.4514444444444,Low
spookypeanut/Wake-Me-At,757.8732142857143,Low
sproshev/tcity,386.88166666666666,Low
sqall01/alertR,1.6519444444444444,High
sreich/android-count-the-days,297.5980555555556,Low
sssemil/Advanced-Settings-for-Android-Wear,1670.5345138888888,Low
st1hy/Red-Calorie,106.7636111111111,Medium
stanidesis/quotograph,318.1570138888889,Low
stealthcopter/AndroidNetworkTools,6301.025061728396,Low
stefan-niedermann/nextcloud-notes,2880.3878818217518,Low
steinbachr/spitly-android,8.655111111111111,High
stopbystop/sbs-app,767.7423148148149,Low
strooooke/quickfit,2341.941851851852,Low
stuartsoft/PingIT,91.22787698412698,Medium
substratum/substratum,659.3131944444444,Low
supertuxkart/stk-code,20248.71131076389,Low
sw926/ImageFileSelector,1475.3680555555557,Low
sylvek/itracing2,547.4639285714286,Low
syncthing/syncthing-android,2966.688474192277,Low
sytolk/TaxiAndroidOpen,642.6608333333334,Low
t-animal/JourneyApp,319.6535416666667,Low
tangalbert919/nds4droid,1815.2427777777775,Low
tanrabad/survey,5923.219242424243,Low
tasomaniac/OpenLinkWith,8720.1075,Low
tateisu/SubwayTooter,4040.977651515152,Low
tateshitah/gnssfinder,2857.8243055555554,Low
tbpalsulich/NYU-BusTracker-Android,1092.9150595238095,Low
teamblueridge/PasteIt,124.69347222222224,Medium
teerapap/whatnext,71.59222222222222,Medium
testica/text-scanner,368.1908333333333,Low
tgwizard/sls,12007.876952736318,Low
the-blue-alliance/the-blue-alliance-android,1286.4621007816863,Low
theIoTLab/ZephyrBHDeviceAdapter,75.17569444444445,Medium
theScrabi/Terminightor,255.65703703703704,Low
theangrydev/AERCalculator,70.04888888888888,Medium
thebigg73/OpenSongTablet,2012.2035185185184,Low
theblackwidower/KanaQuiz,24.914722222222224,Medium
thecosmicfrog/LuasataGlance,129.67583333333334,Medium
theksmith/CarBusInterface,1569.8757407407404,Low
thermatk/HSEWifi,815.2711111111112,Low
thiagobaptista/cartcalculator-android,426.6248611111111,Low
thiagokimo/KonamiCode,40.000277777777775,Medium
tilal6991/HoloIRC,761.8716666666667,Low
tim-sueberkrueb/ourgus,404.8361111111111,Low
timeforcoffee/timeforcoffee-android,2632.440115740741,Low
timothyb89/lifx-tasker,158.10680555555555,Medium
timstableford/P-BrainAndroid,45.15618055555555,Medium
timvdalen/gizmooi,1.6175,High
tinfoilhat/tinfoil-sms,813.3729457364341,Low
tjol/vinylscrobbler,2561.255902777778,Low
tkowalczyk/DevTalkMobile,832.4848015873016,Low
tobykurien/BatteryFu,409.3273148148148,Low
tobykurien/WebApps,7636.528630952382,Low
